Federal Provider Number,Percentage of high risk long-stay residents with pressure ulcers,Percentage of long-stay residents assessed and appropriately given the pneumococcal vaccine,Percentage of long-stay residents assessed and appropriately given the seasonal influenza vaccine,Percentage of long-stay residents experiencing one or more falls with major injury,Percentage of long-stay residents who have depressive symptoms,Percentage of long-stay residents who lose too much weight,Percentage of long-stay residents who received an antianxiety or hypnotic medication,Percentage of long-stay residents who received an antipsychotic medication,Percentage of long-stay residents who were physically restrained,Percentage of long-stay residents whose ability to move independently worsened,Percentage of long-stay residents whose need for help with daily activities has increased,Percentage of long-stay residents with a catheter inserted and left in their bladder,Percentage of long-stay residents with a urinary tract infection,Percentage of low risk long-stay residents who lose control of their bowels or bladder,Percentage of short-stay residents assessed and appropriately given the pneumococcal vaccine,Percentage of short-stay residents who made improvements in function,Percentage of short-stay residents who newly received an antipsychotic medication,Percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine
245266,7.174888,95.48387,98.192771,1.2903209999999998,3.703703,5.333336,13.576161,11.111111,0.6451600000000001,11.768687,13.52941,1.230713,3.246753,47.368422,52.439024,82.25901,5.263159,80.808081
245267,11.249998,91.240877,81.402439,3.284672,1.581029,12.096774,10.31746,22.088351,0.0,24.189538,11.788617,4.776191000000002,3.7037,49.411767,78.571428,63.668397,0.317461,73.963516
245269,8.556151,97.107439,94.172932,2.066117,4.555313,4.370181,11.868687,9.894734,0.0,20.459841,6.469001,2.304834,0.6211180000000001,40.686273,93.670886,87.165024,0.0,85.444744
245270,3.030303,99.122807,98.425197,3.508774,20.588236,2.298851,4.4943800000000005,7.964603,0.0,21.636819,10.344826,1.074417,3.571429,62.711861,98.387098,79.141633,3.448277,85.714286
245271,7.328605,96.019901,99.383667,6.467663,2.350813,4.2750949999999985,15.398548000000002,17.084283,0.0,29.630515000000006,17.818179999999995,1.546967,0.681429,62.700965,98.415841,65.758873,2.281369,82.331512
245272,5.68562,99.171271,86.492891,0.828729,3.293413,3.558718,9.764309,17.404131,0.0,22.146093,14.285716,2.394912,2.593658,55.747124,96.706917,72.468799,1.841621,84.454245
245275,5.035971,95.000001,93.577982,4.0,7.6923080000000015,5.945944,9.090909,26.630434,0.0,20.196982,14.054054,0.985312,1.005024,43.902439,50.537633,76.83408399999998,1.010103,54.987835
245276,10.071942,85.990339,86.79245300000002,0.966184,3.225806,8.988764999999997,18.131869,36.416184,0.0,29.541291,22.413793,4.832502,4.411762,42.105263,67.849686,76.303459,4.33213,50.682261
245277,14.925372,99.333333,97.484277,6.666667,7.633591,7.633586999999999,18.656719,16.788320000000002,0.0,29.819778000000003,16.279069,5.16936,0.675675,48.48485,94.095941,67.672037,0.584795,82.677165
245278,6.410254,98.888888,95.698925,4.444444,1.1235959999999998,8.333333,20.253165,24.358972,0.0,23.187139,8.860761,2.804798,1.20482,52.631582,100.0,65.119946,1.538462,55.617978
245279,3.680981,84.400001,98.884758,2.800001,0.0,6.132078,26.851852,37.096775,9.6,25.704182,16.201119,0.886523,0.0,41.269841,68.348623,68.855956,1.648353,60.106383
245280,4.054054,97.382199,96.097561,1.047119,0.561797,3.333333,8.888889,9.09091,0.0,21.671757,9.090909,6.98188,5.235602,65.116279,89.400925,82.641035,4.320988,41.314554
245283,9.289619,98.367348,98.141264,5.306121,8.333333,7.731959,7.76699,9.322036,0.0,23.351614,12.562813,3.868836,1.716737,36.274512,94.072167,82.604188,1.607716,85.822785
245285,3.703704,86.021505,96.396396,1.0752700000000002,0.0,4.225353,0.0,15.116278,0.0,16.096366,9.722223,2.734665,3.26087,50.0,75.77639599999998,71.039229,1.7241380000000002,75.0
245286,15.999999,100.0,100.0,3.816795,7.438016,5.0,15.573769,3.816793,0.0,19.95823,10.16949,1.519535,5.426355,34.883719,98.214285,81.31144599999998,0.0,95.138889
245289,12.711866,93.069305,93.79845,0.990101,20.588234,5.325442,10.526317,23.404258,0.0,28.50528,22.222221,1.119522,0.0,19.354837,62.790697,72.088898,4.081632,64.666667
245290,8.823528,100.0,97.5,3.846154,15.053764,5.376343,20.40816,18.811879,0.0,18.524394,24.489795,1.883918,3.030304,61.538461,87.499999,87.65452900000003,2.439023,85.542169
245291,5.000004,100.0,98.734177,9.655174,2.205883,15.044248,4.098361,9.219859,0.0,29.319487,27.678573,1.149298,2.205882,26.315787,97.767858,71.507887,0.671141,80.176211
245293,4.807691,100.0,98.015873,2.5641,5.681819,2.33918,15.340910999999998,25.766874,0.0,15.593887,12.5,0.0,0.0,51.612903,93.087559,81.353928,0.943397,91.5
245295,17.431192000000006,98.032785,96.226415,1.639344,7.659578,2.702703,12.70903,13.978493,0.0,32.532042,14.285713,2.128079,4.304638,43.442621,90.657439,67.765902,4.268293,84.727273
245298,8.433733,98.214286,93.181818,2.678573,6.7961160000000005,4.255319999999998,15.238097,18.0,0.0,18.67582,15.841582,6.120632,0.0,49.152541,81.751823,68.27016400000001,5.960267,74.02135200000002
245299,8.235292,99.23077,73.493976,3.07692,12.8,3.883496,40.540543,21.09375,0.0,32.068158000000004,19.230769,5.880279,0.0,38.333332,98.387095,100.0,4.494383999999998,40.384615
245300,8.230454,83.495147,96.457766,4.530744,11.071429,7.826088,6.772908,21.959459,0.0,22.187836,16.115703,2.940366,6.228374,53.435114,83.182641,61.582497,2.0915,84.587814
245304,18.309859,92.173914,93.959732,3.4782620000000004,14.583331,5.617977,20.430107,35.869565,0.0,33.232232,20.0,2.5853330000000003,2.678573,63.043478,73.809524,76.047263,7.692309,62.121212
245306,6.896552000000002,97.849463,97.297297,4.301076,2.666665,4.166667,3.703705,1.315791,0.0,27.04861,16.249999,5.843957,0.0,55.263158,81.683167,78.957239,5.263158,73.529412
245307,8.411214,100.0,100.0,5.263157,2.83688,7.482989999999999,33.557045,18.791947,0.0,15.637958,10.370372,1.37427,1.333333,43.93939,86.79245300000002,74.760503,0.0,90.452261
245310,5.154636,96.744188,97.165992,3.720933,4.368933,6.250001,7.216495,20.192309,0.0,9.171905,6.951873,2.192943,4.694833999999998,67.605634,92.025663,52.183159,1.251741,87.55555600000002
245312,6.395349,98.404256,90.825688,4.787234,5.555553,7.926827999999999,16.363637,12.234042,0.0,29.836332,11.333332,0.0,0.53476,68.18181700000001,70.212765,66.11057,1.1764709999999998,52.873563
245313,0.0,98.969072,88.135593,1.030929,5.128203,12.790696,9.890107,34.523809,0.0,25.136105,6.593404,1.096732,0.0,41.860466,82.29166500000002,47.704959,0.0,70.434783
245314,12.698412,97.101448,92.207792,1.449275,8.196722,7.692310000000001,16.363637,5.797103,0.0,16.215542000000006,3.921569,0.0,7.575756,51.724138,79.166667,75.695202,7.317074000000002,75.714286
245316,8.045978,93.599997,94.927536,7.2000009999999985,0.0,5.000001,18.421053,18.584072,0.0,18.20983,4.3859650000000014,4.039905999999998,6.306307,49.999999,90.47619,78.431529,2.469137,82.198953
245317,6.89655,96.72131,97.794118,1.639346,9.734515,2.272727,7.777779,0.0,0.0,21.781277,14.444445000000002,2.360341,2.500001,39.56044,99.245283,58.31927,0.515463,83.586626
245319,6.6666690000000015,100.0,97.142857,13.253011,0.0,6.578947,5.000001,15.662648999999998,0.0,32.189382,16.455695000000002,0.0,0.0,34.042553000000005,100.0,74.949794,0.0,85.981308
245320,19.083969,97.109828,93.809524,0.0,6.504065,6.4516160000000005,17.500002,15.243902,0.0,47.669416,16.233767999999998,4.564329,4.093566,39.215685,85.749386,62.848448,1.265823,57.934509
245322,10.000001,84.126984,100.0,1.5873,3.225808,2.564104,5.128207,22.950819,0.0,7.3841800000000015,8.695651,0.0,0.0,80.000002,85.217391,64.868646,1.999998,77.023256
245324,3.921569,100.0,98.571429,2.590673,7.82123,2.259888,16.759776000000002,13.872834,0.0,25.316074,9.714284,0.0,0.52356,29.752065,99.076922,83.15733900000002,2.941176,86.918605
245325,5.6,96.218488,95.357143,0.8403370000000001,4.444443,6.796117,11.44068,24.657533,0.0,23.734496,18.695653,5.654631,0.961537,37.254905,81.27340699999998,78.29316899999998,1.960784,68.402778
245326,7.594935,89.473685,91.623037,7.236842999999999,7.5187979999999985,2.205882,17.021276,17.968752,0.0,36.294935,12.230219,0.0,2.040816,31.506847,73.11828100000002,67.43601,2.735563,80.04386
245328,5.517244,98.067631,94.0,0.483092,3.076923,11.888112,6.802721000000001,16.836736,0.0,27.411462,13.103448,7.555953999999999,7.389163000000001,39.32584,91.598026,73.242254,0.8426950000000001,84.556575
245330,4.444444,99.186993,100.0,1.355013,1.428572,5.4794540000000005,20.96774,14.722223,0.0,14.392353,15.259742,4.7862480000000005,2.571427,69.918699,96.480688,86.079202,0.930234,91.50165
245332,11.904761,98.319329,95.364238,2.521008,4.7619050000000005,3.846153,7.547169999999999,27.102804,0.0,10.429669,6.666667,1.97384,2.564102,47.058824,91.044778,65.372323,2.127659,80.0
245336,17.500001,98.181818,100.0,0.0,3.846154,2.173914,10.638299,9.803923,0.0,23.121481,17.021276999999998,0.0,0.0,34.61538400000001,90.688258,74.849251,1.754386,91.747573
245337,11.458334,98.214285,95.205479,4.464289,7.070705,6.493506,6.17284,28.181818,0.0,31.167613,16.455696,1.132881,1.834863,65.85365999999999,93.714285,69.05623299999999,10.000001,83.73494000000002
245339,3.5714269999999995,100.0,87.85046700000002,4.020099,3.743315,1.388888,10.810811,27.777775,0.0,26.094112,12.318842,3.250703,3.076923,48.214285,95.890411,88.867802,2.777778,74.528302
245340,10.067115,97.96748,96.319018,1.2195120000000002,13.72549,5.1162790000000005,8.771927999999999,12.796209,0.0,28.5458,19.178082,2.474877,3.00429,36.440677,81.88824699999998,79.531247,2.834007,84.62963
245342,3.937008,100.0,97.660819,0.0,8.064518,5.882355,23.52941,23.188407,0.0,23.421389,7.826088,9.673346,2.1428580000000004,72.881355,95.882353,72.606385,3.921569,90.301003
245343,5.602241,96.487119,98.698482,6.557376,2.2004900000000003,3.523039,6.315791,11.820331,0.0,16.365451,7.915567999999999,1.400533,2.168673,72.81106,97.742126,71.89350300000002,0.603772,94.382022
245344,4.42478,89.705881,97.419355,8.82353,4.724411,7.500000999999999,1.652893,11.764705,2.941175,26.801013,12.605041,2.387218,3.703705,63.888889,80.672268,92.471901,8.000001,82.786885
245345,6.1855660000000015,100.0,97.794118,3.305788,1.851852,11.11111,13.636361,15.12605,0.0,21.393238,7.272726,5.019693,3.361345,51.612903,84.023669,70.683181,2.542376,53.254438
245346,12.19512,100.0,99.082569,7.865169,1.219511,12.345679,8.641975,14.814816,0.0,14.991466,8.860758,3.453978,0.0,60.52631700000001,86.764706,91.393281,2.857144,76.470588
245347,4.672898,99.837133,100.0,2.442996,2.555366,4.140784,15.32258,17.626526000000005,0.0,21.791241,13.141683,1.737784,1.827243,55.485893,98.832686,65.031014,1.372998,96.382055
245348,0.0,100.0,100.0,5.154641000000002,1.111112,1.886792,13.793103,40.697674,0.0,9.301922,14.035089,8.309674000000001,1.086957,35.0,100.0,85.49050799999998,4.651164,99.516908
245349,6.81818,98.757763,98.412698,3.726707,8.333336,5.925927,5.714285,13.157897,0.0,34.159459000000005,25.185186,3.003045,5.128207,50.495048,95.575222,88.829141,0.0,92.5
245350,7.665505,94.974876,97.447796,3.015076,3.753349,10.98266,10.028652,8.838386,0.0,18.12059,9.649125,3.904798,1.77215,43.795621,86.219083,74.085368,0.753297,73.61894000000002
245352,5.964915,98.876403,98.352941,3.651684,0.615386,4.126983999999998,7.836993,24.19825,0.0,31.526438,19.191919,1.323877,5.949008,56.481481,91.641789,85.649792,2.242153,87.222222
245353,17.6,85.093168,93.814433,3.726708,4.285716000000002,4.838709,7.874016,15.999998,0.0,35.028546,23.999999,2.675933,1.910826,72.916668,54.934208,71.617642,1.291992,33.606557
245357,12.962961,95.370369,99.159664,5.555559,2.884617,2.272729,1.086957,29.62963,0.0,23.663698,22.352943,3.592078,3.846156,52.941177,91.525423,86.64419000000002,0.0,89.47368399999998
245358,2.803738,97.744359,96.153846,0.0,0.0,0.9901,7.920792999999999,12.403102,0.0,18.91705,15.217389,2.637883,0.0,68.253967,98.666666,84.426233,0.0,80.70175400000002
245359,6.666667,93.421051,96.137339,7.456142,2.314814,8.58586,8.955223,14.91228,0.0,23.136747,11.458335,2.162482,2.654868,53.389832,81.967213,62.797445,0.60241,71.320755
245360,8.602149,100.0,81.506849,5.0,5.882354,8.163266,10.185185,31.775702000000006,0.0,17.677385,18.000002,0.0,2.803739,33.333334,93.877549,75.799042,4.901959,92.485549
245361,5.357144,99.358974,93.203883,3.205129,8.333333,4.12371,26.548674,17.037036999999998,0.0,26.946712,14.6789,0.631343,5.714288,44.444446,90.96573,78.31253000000002,1.716738,89.776358
245362,6.140351,95.06173,95.081967,8.641974000000001,5.072463,10.416668,16.981132000000002,15.094341,0.0,17.401587,21.374044,7.064692,5.2980160000000005,44.000002,71.79486999999997,88.348331,4.545454,64.88095200000001
245363,3.78788,100.0,96.464646,2.272728,0.581395,6.369428,9.876546,8.383235,0.0,16.860834,14.556962,0.0,0.581395,44.303798,100.0,72.647447,1.470588,90.849673
245364,1.980198,93.043478,96.153846,4.347827,6.8627460000000005,8.163267999999999,12.000001,12.5,0.0,20.34083,19.354838,2.278655,3.571431,39.393942,80.64516400000002,88.112245,9.09091,92.035398
245365,10.169494,100.0,100.0,7.305936,4.78469,2.547772,9.638554,9.433959,0.0,17.018298,10.843374,0.8581200000000001,1.904763,82.24299,92.790698,72.411513,4.026847,90.929204
245366,7.569721,88.74345699999998,87.578947,4.973825,1.226994,8.724833,14.769232,26.035503,0.263852,34.75883,20.634922,3.746522,3.943663,50.79365,68.841763,77.181128,1.823707,42.105263
245367,3.92157,74.62686500000002,98.484848,19.402984,0.0,6.451612,9.230769,15.384618,0.0,26.637855,14.035087,0.0,1.538462,52.380951,66.66666500000001,58.440119,4.878049,75.342466
245368,6.629834,99.277979,98.675497,1.083031,0.380228,1.287554,12.393164,14.453125,0.0,19.238805,14.102565,2.681896,1.086956,50.892855,98.377282,77.640274,1.408453,83.5141
245369,12.403101,96.621623,91.525424,6.081084,4.23729,9.322032,2.439023,15.217391,0.0,13.64778,11.382112,2.703933,10.489509,65.079365,93.567253,76.773224,2.678573,58.522727
245370,10.884354,99.390244,100.0,1.2195120000000002,9.615385,10.0,0.0,14.374997,0.0,24.353749,9.0,1.5856709999999998,3.703704,36.666669,97.413793,56.443427,3.125001,93.939394
245371,2.352941,100.0,96.226415,5.185185,1.666666,3.846154,15.254236,19.259262,0.0,14.690867,15.254238,1.148475,1.6528919999999998,54.901961,94.318181,73.840773,0.0,56.338028
245372,3.592811,99.57627,98.880597,3.813562,0.0,7.4235820000000015,19.396553,19.111111,0.0,22.369962,16.666666,7.194899,5.150216,63.440858,84.677418,88.689686,0.0,83.62069
245373,4.411765,97.183099,100.0,2.8169,6.779661999999999,1.7857150000000002,15.789475,2.985075,0.0,15.798062,7.272728999999999,0.0,7.142858,64.285715,79.13669200000002,71.101473,2.32558,79.710145
245374,4.545456,100.0,100.0,6.410259,2.666669,1.818183,3.508773,21.333332,0.0,25.509017,12.499999,6.966760000000002,2.631581,57.57575799999999,100.0,84.401818,0.0,100.0
245375,6.976742,100.0,100.0,6.363638,2.803738,4.651162,8.988761,20.370367,0.0,31.01737,9.195404,0.0,1.869157,60.377355,95.541403,92.099105,4.347829,88.387097
245381,13.194443,96.618355,95.061728,2.898547,2.094239,2.285713,15.555556,18.918918,0.0,25.417876,14.035087,0.955706,3.465347,58.441557,60.117305,54.108577,3.80435,50.769231
245388,1.538461,100.0,100.0,5.747123,0.0,1.249999,6.097563,8.045976,0.0,15.803091,16.049383,5.719591,1.1764709999999998,32.653063,100.0,84.492866,0.0,100.0
245390,4.9689440000000005,98.255814,100.0,6.976742,0.632911,5.06329,7.453416000000002,5.813949,0.0,16.74946,15.094338,0.807465,0.591716,66.666667,93.227091,67.41097099999999,0.512822,78.80539499999998
245393,4.054053,100.0,100.0,0.444444,2.830186,4.975124,12.980767,6.220097,0.0,18.261023,11.11111,0.8477129999999999,2.283103,45.454546,82.75862099999998,64.859135,0.0,70.588235
245394,9.638552,88.94736999999998,91.555556,2.631578,1.898732,2.906975,17.241378,34.482758000000004,0.0,32.264939,14.999998,4.723694,0.531914,28.169013,57.142858,81.106372,13.636365,39.490446
245395,8.750001,97.520661,93.706294,5.785124,44.247788,11.538461,34.579437,37.73585,0.0,30.101524,19.607843,4.8459,0.0,51.020405,92.592591,84.95535100000002,0.0,86.666667
245396,13.868616,99.543378,96.837945,9.589042,4.6153830000000005,7.52688,13.297872,16.055044,0.0,18.170232,20.670393,2.252314,0.460829,44.210527,97.142856,43.744466,4.166668,93.333333
245397,7.317071,92.511013,97.991968,6.167399,0.0,10.243902,10.798121,26.548673,0.0,18.441078,17.877097,0.373677,7.305938,52.000001,76.729561,80.164172,6.185567,66.470588
245399,3.030303,89.204546,97.883598,6.818182000000001,8.227845,4.605264,20.779222,13.068184,0.0,26.246604,16.891893,3.035241,4.597703,36.470588,86.458334,74.51263900000002,2.4390240000000003,86.206897
245401,6.250001,100.0,96.938776,9.999998,4.7619050000000005,0.0,3.278689,20.987653,0.0,10.749042,6.557375,5.296616,2.247191,15.151514,96.491226,90.192498,0.0,96.491228
245402,13.475181,94.767444,97.512438,12.209304,3.030303,8.666666000000001,12.582784,10.650887,0.0,23.548245,12.94964,0.888482,3.488373,38.596491,85.29411999999998,77.988599,0.0,89.230769
245403,5.6074769999999985,100.0,99.438202,6.097562,5.0000019999999985,3.2894730000000005,12.025318,21.341466,0.0,25.769507,19.333332,0.0,1.898733,60.0,95.620437,85.826499,2.222222,93.89313
245405,4.0,100.0,100.0,2.439026,6.837608,5.825242,9.433962,7.317074000000002,0.0,22.926778,4.716979,0.0,2.500002,54.878047,100.0,74.629307,6.481483,95.909091
245407,2.877698,100.0,100.0,3.431375,0.0,7.103826,5.46448,15.500001,0.0,15.878771,14.525142,1.7316939999999998,8.823528999999997,30.882353,96.031744,79.448154,0.0,94.354839
245409,9.183674,99.310345,93.75,1.379312,6.451612,0.0,3.305784,10.156251,0.0,19.092543,3.361346,1.317102,1.459855,41.50943400000001,94.827586,75.118916,0.552487,81.137725
245410,2.272727,94.736841,100.0,3.947371,8.333333,5.633806,13.286715,19.178082,0.0,25.021473,9.929077,4.792659,0.0,48.571428,82.780082,79.531196,0.285714,92.418033
245411,7.070708,95.384614,96.416938,1.923076,4.081633,4.2857129999999986,16.289594,12.156864,0.0,22.303553,10.29412,2.145184,3.2,46.236562,84.406777,75.023618,0.980391,74.43267800000002
245414,6.999999000000001,97.665369,100.0,1.945525,1.244815,7.441861,16.055046,17.672415,0.389106,30.148029,15.207374,3.646717,1.574804,62.962963,86.872587,66.851251,1.829268,88.69863000000002
245416,5.970148,100.0,97.196262,10.843373,5.26316,3.076923,18.571429,33.333332,0.0,15.375709,10.144927,0.960397,5.1948089999999985,38.888889,92.920352,80.38498,10.9375,92.857143
245417,5.035972,96.226416,97.560976,3.773582,10.256409,1.538461,5.050505,17.365269,0.0,20.314985,9.89011,0.485103,0.0,38.392857,60.48951,77.251645,1.857585,63.529412
245420,3.21101,100.0,99.657534,1.190475,2.479339,4.098363,9.387758,4.0983589999999985,0.0,22.279424,10.878661,0.922861,2.788843,37.383178,100.0,77.537667,0.0,98.984772
245421,5.263155,81.395349,97.014925,1.550389,0.909092,3.5714300000000003,7.758624,15.573772,0.0,15.612624,10.34483,4.968154,4.000001,62.121214,88.043479,66.13010600000001,2.890173,77.192982
245422,4.237288,96.27329,83.756345,3.105589,1.935483,4.477614,3.571428,6.410253,0.0,13.919574,14.728682999999998,0.0,1.290322,40.579711,86.410258,74.005336,1.276597,55.524079
245423,11.034484,98.876405,99.521531,2.808986,0.0,4.605263,9.374999,7.954544,0.0,15.904203,13.375795000000002,5.050564,2.923975,60.185187,93.984966,76.942142,4.3209870000000015,89.667897
245424,12.343098,97.888675,95.918367,2.879077,4.140788,2.941178,7.6923080000000015,11.77606,0.0,23.298007,11.50685,1.727977,0.963391,73.964493,74.561402,65.270685,0.917432,76.233184
245425,7.6923059999999985,100.0,97.857143,3.448278,6.730769,3.797467,1.162791,11.206898,0.0,20.282421,9.411764,0.566046,0.934579,61.702125,95.964128,74.811154,0.617283,95.067265
245426,5.699484,99.547512,99.598394,2.262441,1.522841,1.136363,10.382513,18.932038,0.0,19.293962,13.186815,3.456792,0.460829,61.999999,97.940074,86.46128,0.795756,91.88641
245427,3.738319,100.0,99.483204,3.240061,2.47295,3.471074,17.462934,8.941880000000003,0.0,26.864824,17.576793,1.119185,2.359881,31.780823,98.499062,78.677782,0.911852,91.515152
245428,4.347828,96.153846,98.701299,1.282051,16.363635000000002,1.315789,0.0,9.333334,0.0,11.51132,10.294118,0.0,3.947368,52.380954,85.245902,75.097065,5.882354,72.54902
245429,5.128205,100.0,99.180328,21.505379,8.88889,8.974358,14.457833,8.602151,0.0,28.633976,19.277107,0.901151,0.0,43.478261,94.202898,93.54086,0.0,82.352941
245431,6.89655,100.0,99.2,4.6296300000000015,5.660378,1.052632,0.0,12.037038,0.0,27.816607,10.309278,3.559256,3.809525,58.82353199999999,97.402598,83.22330799999997,0.0,88.157895
245432,9.090908,99.493672,97.767857,3.29114,2.857141,2.380951,4.013378,13.756615,0.0,27.280937,14.487633,2.113893,0.256411,63.101604,93.582888,81.771793,0.0,88.636364
245434,2.739727,100.0,99.590164,6.306306,1.421801,2.645502,10.606062,18.348625,0.0,16.871617999999998,11.518326,0.0,2.816898,54.929578,99.368088,76.032875,2.227725,94.918033
245435,10.791369,99.415206,96.650718,1.754384,1.234566,5.833334,30.158732,10.457516,0.0,21.918873,5.69106,0.0,0.613496,47.761195,93.230175,77.06437700000002,0.923077,90.219224
245436,6.250001,97.802195,94.827586,6.593408,0.0,5.128204,11.250001,6.593408,0.0,20.84382,6.250001,3.129348,3.370785,57.627121,88.073394,84.28795600000002,0.0,76.33587800000002
245438,9.259259,98.067632,99.2,0.483091,2.604168,6.779659,22.346368,15.294119,0.0,16.930226,19.318181,0.0,0.487805,48.780485,85.135137,86.162309,3.125,90.849673
245439,3.644647,98.81657,96.980462,3.353057,2.586206,4.918032,9.57944,16.969699,0.0,18.096019,10.361446,1.679684,0.592884,73.658536,85.685485,75.11009399999998,0.346021,83.20610699999997
245440,1.298702,100.0,94.545455,0.0,0.0,7.142857000000001,3.48837,25.24272,0.0,5.343353,5.9523790000000005,5.712434,0.0,41.304349,100.0,60.548197,13.888889,31.428571
245441,9.604521,98.347104,95.604396,4.132232,13.559323999999998,12.000002,3.448274,9.401712,0.0,28.205045,9.452738,1.884346,1.66667,52.272726,89.85507199999998,78.305815,0.452488,91.014493
245442,8.602151,98.58156,98.113208,4.96454,3.816794,4.9586760000000005,10.48387,2.919707,0.0,17.311683,10.344827,0.0,8.029198,59.090908,85.148515,77.859555,0.0,80.808081
245445,6.211179,100.0,100.0,5.113635,0.0,0.0,10.135135,28.402369,0.0,12.237443,12.857144,3.014828,2.312139,65.432097,90.804598,71.257104,0.0,91.0
245446,11.290322,98.148148,91.38756,3.703703,7.894738,5.555557,8.593751,14.465406,0.0,27.030403000000003,17.968748,5.928412000000002,1.863353,37.647057,93.558282,86.091036,1.538463,80.65693399999998
245447,6.936417999999999,100.0,99.481865,2.185792,4.651165,10.843373,8.743172,12.068965,0.0,21.780431,21.387284,0.8135560000000001,1.657457,61.403509,100.0,91.073864,2.4390240000000003,87.323944
245448,4.5,96.347031,98.412698,7.305934,0.467289,6.25,9.547738,9.132421,0.0,17.294167,8.040203,4.868576,0.0,70.000003,88.924052,86.231089,0.0,80.921053
245449,2.666665,100.0,100.0,1.860467,0.0,4.639175,9.183675,8.411217,0.0,20.842112,9.278351,0.492578,4.6948349999999985,46.938774,100.0,76.958925,0.0,97.810219
245450,8.717951,99.583334,99.6337,1.666669,2.1645,3.488371,16.763006,8.82353,0.0,25.069245,14.285713,2.830427,0.0,43.181818,96.026489,82.786831,0.403225,71.593533
245452,5.970151,95.530727,98.421053,5.3072620000000015,0.29325500000000004,6.472492,7.3955009999999985,12.078654,0.0,24.726983,17.684886,1.165928,3.932583,77.35042800000002,86.35294300000002,59.95531800000001,1.92308,83.293269
245453,6.896552000000002,98.689957,94.208494,4.8034940000000015,2.347418,7.352939,1.470587,8.597285000000001,0.0,21.302136,12.182743,6.721667,0.873365,50.434784,86.486486,72.955975,1.612904,43.693694
245454,6.8627460000000005,97.872339,100.0,6.382979,2.919708,8.602147,11.827956,13.432837,0.0,26.505276,10.752687,0.909343,1.418439,65.853657,72.72726999999998,74.490995,4.761906,50.0
245455,3.921569,100.0,99.29078,5.4687519999999985,0.0,1.709402,6.504066000000001,6.504064,0.0,20.540332,13.043479,0.0,0.0,47.619047,91.463415,74.334648,0.0,94.623656
245459,5.8333330000000005,99.397591,100.0,3.012047,3.267974,5.072463,12.413795,9.032259,0.0,21.533111,18.30986,0.714349,0.0,35.48387,98.54369,82.10299599999998,0.0,94.219653
245460,7.119742,96.901409,97.635934,2.535209,1.515153,9.966779,6.818183,15.31792,0.0,22.708445,9.459458,1.488287,3.418803,66.98113199999999,92.658227,74.141919,2.145924,80.528846
245461,2.7950310000000003,97.027026,96.396396,4.324325,2.305477,4.153354,13.473053,20.325202,0.0,18.425397,12.121212,0.559345,1.149426,74.789916,81.15384300000002,76.122652,1.547986,73.311897
245462,4.421768,95.3125,93.491124,0.625,6.405694,5.208335,9.246577,16.993465,0.0,21.594889,11.971833,0.990004,1.265823,76.744187,74.787534,70.32364100000001,1.492537,75.609756
245463,5.785125,95.547947,58.536585,5.4794540000000005,2.985076,8.178441000000001,3.703703,12.802768,0.0,23.514976,16.666667999999998,6.332459,1.374571,34.027777,78.181815,83.021294,0.0,19.804401
245464,3.125,98.148147,94.366197,7.407408,0.0,9.302327,4.255319999999998,16.981133,0.0,8.168572,10.638299,0.0,0.0,42.857143,86.764709,70.710489,0.0,85.714286
245465,2.469135,100.0,92.241379,0.0,0.0,6.666666,3.94737,17.241377,0.0,14.550441,8.695652,1.275908,2.29885,70.731708,86.956523,84.67198,0.0,85.29411800000003
245467,3.846155,100.0,100.0,4.7619050000000005,1.369864,6.338030000000002,10.416666,9.523807,0.6802729999999999,10.050152,18.309861,0.0,2.758621,14.285712,96.296297,82.172009,0.0,95.604396
245471,1.6806740000000002,97.692306,100.0,3.076925,3.305785,7.547167999999999,0.943397,4.615386,0.0,33.35053,8.82353,4.1996720000000005,3.076923,59.615383,94.594593,59.831842,0.0,83.21678299999998
245473,7.594938000000001,100.0,100.0,5.714286,8.737863,1.369864,13.513514,12.380954,0.0,13.460016,12.32877,3.447353,0.961538,57.499998,100.0,76.785129,6.060606,97.333333
245474,4.504503,98.630136,98.554913,1.71233,0.354611,5.882353,14.624506,18.947368,0.0,23.175217,11.02041,1.151471,1.08303,45.833331,91.466664,79.98535600000002,0.904977,87.78626
245482,17.000001,100.0,97.65625,9.016396,18.421053,5.825242,5.714288,4.098364,0.0,21.451767,13.333335,3.257517,5.0000019999999985,45.614034,100.0,70.693471,0.0,97.826087
245483,12.578617,89.603961,100.0,1.980196,7.103825,9.550563,16.393444,13.259670000000002,0.0,23.960674,13.218394,2.857671,3.030303,45.360827,80.299251,71.049669,2.033898,90.48913
245484,5.204462,97.297297,91.017964,12.5,14.855072,6.882592,19.924812,19.243986,0.0,7.457719,12.015506,2.883073,3.971116,57.462688,94.476744,55.53171700000001,0.999999,89.344262
245486,3.398058,98.281788,99.044586,9.278349,3.663003,13.382898999999998,8.14815,15.33101,0.0,17.631069,10.188682,1.588437,4.827588,46.575342,99.557522,81.67803599999998,0.769231,97.747748
245487,3.603602,98.82353,100.0,4.117646,4.559273,4.561401999999998,5.226483,15.178574,0.0,32.612044,13.028169,0.0,3.254436,44.354839,87.837838,80.074322,0.0,90.804598
